"statno","YYYYMMDD","year","month","day","Tg","Tn","Tx"
280,19060301,1906,3,1,2.7,0,6.2
280,19060302,1906,3,2,2.1,0.5,4.8
280,19060303,1906,3,3,2.5,0.3,5.2
280,19060304,1906,3,4,5.1,2.8,7.6
280,19060305,1906,3,5,6.7,1,11.8
280,19060306,1906,3,6,9,5.5,13
280,19060307,1906,3,7,10.2,6.2,15.3
280,19060308,1906,3,8,7.2,5.6,9
280,19060309,1906,3,9,4.2,1.3,6.3
280,19060310,1906,3,10,2.1,-0.9,6.6
280,19060311,1906,3,11,4.1,-1.2,8.7
280,19060312,1906,3,12,2.5,-0.6,8.2
280,19060313,1906,3,13,-1.3,-3.2,1
280,19060314,1906,3,14,0.2,-2.1,4.5
280,19060315,1906,3,15,2.7,-3.5,7.9
280,19060316,1906,3,16,7.8,4.9,9.6
280,19060317,1906,3,17,8.2,6.9,11.5
280,19060318,1906,3,18,5.8,1.7,8
280,19060319,1906,3,19,3.2,0.8,6.2
280,19060320,1906,3,20,3.4,0.2,6.6
280,19060321,1906,3,21,0.4,-1.3,2.7
280,19060322,1906,3,22,-0.3,-2,2.4
280,19060323,1906,3,23,-0.8,-4.2,1.7
280,19060324,1906,3,24,0.1,-1,1.5
280,19060325,1906,3,25,0.6,-0.4,2.2
280,19060326,1906,3,26,1.2,0.2,3
280,19060327,1906,3,27,1.3,-1.5,4.6
280,19060328,1906,3,28,1.6,-2.8,5.3
280,19060329,1906,3,29,2.1,0.1,4.6
280,19060330,1906,3,30,2.5,-1,4.9
280,19060331,1906,3,31,5.2,1.9,8.3
280,19060401,1906,4,1,4.2,2.8,6.9
280,19060402,1906,4,2,5.1,-0.2,11.5
280,19060403,1906,4,3,5.8,0.6,13.1
280,19060404,1906,4,4,6.9,1,14.5
280,19060405,1906,4,5,6.4,-0.2,13.3
280,19060406,1906,4,6,7.1,0.5,13.8
280,19060407,1906,4,7,6.4,0.9,13.5
280,19060408,1906,4,8,6.3,0.9,12.3
280,19060409,1906,4,9,7.5,2.9,14.4
280,19060410,1906,4,10,11.4,3.5,20.3
280,19060411,1906,4,11,14.3,6.8,23.1
280,19060412,1906,4,12,14.5,7.8,22.8
280,19060413,1906,4,13,13.7,7.8,19.9
280,19060414,1906,4,14,8.2,3.9,11.9
280,19060415,1906,4,15,6.3,-0.7,12.7
280,19060416,1906,4,16,7.7,-0.6,15.1
280,19060417,1906,4,17,9.4,2.3,17.1
280,19060418,1906,4,18,6.8,5.2,8.5
280,19060419,1906,4,19,5.9,4.8,6.7
280,19060420,1906,4,20,6.4,3.9,9
280,19060421,1906,4,21,10.5,7.7,15
280,19060422,1906,4,22,7.9,4.2,11
280,19060423,1906,4,23,4.9,0,10
280,19060424,1906,4,24,2.8,-1.2,7
280,19060425,1906,4,25,4.4,0.4,9.4
280,19060426,1906,4,26,4.9,-0.9,9
280,19060427,1906,4,27,5.6,0.6,9.7
280,19060428,1906,4,28,4,-0.6,7.3
280,19060429,1906,4,29,6.3,2.5,10.9
280,19060430,1906,4,30,5.8,0.9,11.7
280,19060501,1906,5,1,5.7,2.5,9.5
280,19060502,1906,5,2,7.5,1.2,13
280,19060503,1906,5,3,10.5,4.7,15.8
280,19060504,1906,5,4,13,9.7,16.8
280,19060505,1906,5,5,12.7,7.4,17.9
280,19060506,1906,5,6,14.3,7.2,20.9
280,19060507,1906,5,7,16.3,10,23
280,19060508,1906,5,8,19,11.6,26.2
280,19060509,1906,5,9,16.5,10.8,24.8
280,19060510,1906,5,10,8.6,7,10.8
280,19060511,1906,5,11,10,6.5,13.4
280,19060512,1906,5,12,15.2,8.4,22.1
280,19060513,1906,5,13,16.2,10.3,22.4
280,19060514,1906,5,14,13.7,11.3,19.8
280,19060515,1906,5,15,11,7.8,14.1
280,19060516,1906,5,16,8.6,6.1,12.8
280,19060517,1906,5,17,10.5,6.2,14.8
280,19060518,1906,5,18,10.8,9.6,12.2
280,19060519,1906,5,19,9.9,8.9,11.2
280,19060520,1906,5,20,10.6,8.8,13.5
280,19060521,1906,5,21,9,7.5,10.6
280,19060522,1906,5,22,11,8.6,14.3
280,19060523,1906,5,23,13.6,9.2,18.8
280,19060524,1906,5,24,16.2,8.8,23.3
280,19060525,1906,5,25,13,8.2,17.2
280,19060526,1906,5,26,12.3,6,16.9
280,19060527,1906,5,27,14,11.9,17.6
280,19060528,1906,5,28,15.4,13.1,19.2
280,19060529,1906,5,29,14.6,12.2,17.6
280,19060530,1906,5,30,12.1,10.6,13.3
280,19060531,1906,5,31,13.4,9.1,18.4
280,19060601,1906,6,1,9.8,6.7,13.7
280,19060602,1906,6,2,10.1,6.4,13.5
280,19060603,1906,6,3,10.3,9,11.8
280,19060604,1906,6,4,9.3,7.7,11.5
280,19060605,1906,6,5,9.5,5.4,12.7
280,19060606,1906,6,6,10.4,5.4,15
280,19060607,1906,6,7,12.1,6.9,17.7
280,19060608,1906,6,8,13.2,9.7,17.2
280,19060609,1906,6,9,12.5,9.3,16.2
280,19060610,1906,6,10,11.1,9.6,12.8
280,19060611,1906,6,11,12.3,9.8,16.6
280,19060612,1906,6,12,11.6,9.2,15.5
280,19060613,1906,6,13,10.8,9.3,13.5
280,19060614,1906,6,14,10.9,8.4,12.8
280,19060615,1906,6,15,11.6,8.6,15
280,19060616,1906,6,16,16,11.7,21.2
280,19060617,1906,6,17,18.9,12.7,25
280,19060618,1906,6,18,18.6,13.4,24.2
280,19060619,1906,6,19,16.4,12.7,21.5
280,19060620,1906,6,20,16.4,12.1,22.1
280,19060621,1906,6,21,17,10.5,22.2
280,19060622,1906,6,22,16.2,12.8,21.2
280,19060623,1906,6,23,15.4,11.9,20
280,19060624,1906,6,24,16.7,10.4,22.3
280,19060625,1906,6,25,17.3,13.8,20.9
280,19060626,1906,6,26,17.1,14.5,21.3
280,19060627,1906,6,27,18.6,12.9,23.9
280,19060628,1906,6,28,16.5,12.3,19
280,19060629,1906,6,29,12.3,8.3,14.5
280,19060630,1906,6,30,10.8,7.1,14.4
280,19060701,1906,7,1,12,5.2,17.4
280,19060702,1906,7,2,13,7.9,18.3
280,19060703,1906,7,3,16.1,10,21.4
280,19060704,1906,7,4,17.4,13.1,23.2
280,19060705,1906,7,5,16.1,12.9,18.9
280,19060706,1906,7,6,15.3,10.3,19
280,19060707,1906,7,7,15.5,8.7,21.4
280,19060708,1906,7,8,18.2,12,25.6
280,19060709,1906,7,9,16,11.9,20
280,19060710,1906,7,10,16,9.2,21.3
280,19060711,1906,7,11,14.9,12.5,17.5
280,19060712,1906,7,12,11,9.5,12.5
280,19060713,1906,7,13,12.9,8.3,16.8
280,19060714,1906,7,14,14.6,10.5,19
280,19060715,1906,7,15,15.6,11.1,20
280,19060716,1906,7,16,14.4,11.3,16.4
280,19060717,1906,7,17,16.6,13.2,19.1
280,19060718,1906,7,18,19.9,13.2,25.2
280,19060719,1906,7,19,16.4,10.3,22.1
280,19060720,1906,7,20,12.7,9,16.5
280,19060721,1906,7,21,13.1,9.9,17.5
280,19060722,1906,7,22,16,8.4,21.3
280,19060723,1906,7,23,19.7,16.5,24.2
280,19060724,1906,7,24,17.8,14.6,22
280,19060725,1906,7,25,15.3,11.7,19.6
280,19060726,1906,7,26,16.3,10.9,22.6
280,19060727,1906,7,27,17.6,11.8,23.5
280,19060728,1906,7,28,20.1,13.9,26.8
280,19060729,1906,7,29,19.8,12.8,26.3
280,19060730,1906,7,30,22.5,13.9,29.2
280,19060731,1906,7,31,23.6,17.2,30.1
280,19060801,1906,8,1,21.3,16,26.6
280,19060802,1906,8,2,20.6,12.4,26.9
280,19060803,1906,8,3,19.5,15.4,24.1
280,19060804,1906,8,4,16.8,12.9,20.7
280,19060805,1906,8,5,15.4,11.6,19.2
280,19060806,1906,8,6,15.2,10.9,19.5
280,19060807,1906,8,7,15.3,12.4,19
280,19060808,1906,8,8,17.1,12.4,21.4
280,19060809,1906,8,9,16.3,14.5,19.7
280,19060810,1906,8,10,15.6,11.9,19.4
280,19060811,1906,8,11,14.6,11.9,18.6
280,19060812,1906,8,12,15.5,10,20
280,19060813,1906,8,13,20.5,15,26.9
280,19060814,1906,8,14,19.3,15.8,23
280,19060815,1906,8,15,16.1,12.5,21
280,19060816,1906,8,16,14.9,11.8,19.3
280,19060817,1906,8,17,13.1,10.7,17.8
280,19060818,1906,8,18,13.2,8.9,17.5
280,19060819,1906,8,19,13.2,10.2,16.2
280,19060820,1906,8,20,15.6,10.1,19.2
280,19060821,1906,8,21,17.5,15.2,20.7
280,19060822,1906,8,22,19.6,16.5,24.4
280,19060823,1906,8,23,15.5,10.6,18.8
280,19060824,1906,8,24,14.8,7.3,19.1
280,19060825,1906,8,25,15.5,14,17.5
280,19060826,1906,8,26,15.2,13.1,18.5
280,19060827,1906,8,27,14.3,10.1,17.1
280,19060828,1906,8,28,12.4,8.7,16.5
280,19060829,1906,8,29,13.9,6.4,21.6
280,19060830,1906,8,30,17.7,10.4,26.4
280,19060831,1906,8,31,20,12.1,28.2
280,19060901,1906,9,1,22.4,15.4,30.4
280,19060902,1906,9,2,22.6,16,30.9
280,19060903,1906,9,3,21.3,15.5,30.4
280,19060904,1906,9,4,20.4,15,28.7
280,19060905,1906,9,5,16.3,11.1,19.5
280,19060906,1906,9,6,14.4,11.1,18.7
280,19060907,1906,9,7,15.5,10.4,18.8
280,19060908,1906,9,8,17.3,13.1,21.3
280,19060909,1906,9,9,13.5,9.1,19
280,19060910,1906,9,10,12.2,9.1,16
280,19060911,1906,9,11,13.2,8.3,18.3
280,19060912,1906,9,12,12.6,7.3,17.8
280,19060913,1906,9,13,12.5,6.7,18.4
280,19060914,1906,9,14,12.8,6.1,19
280,19060915,1906,9,15,13.3,10.8,17.9
280,19060916,1906,9,16,10.7,7.5,15.5
280,19060917,1906,9,17,10.7,5.7,16.7
280,19060918,1906,9,18,11.9,8.4,14.8
280,19060919,1906,9,19,12.2,10.4,14.5
280,19060920,1906,9,20,12.7,11,14.7
280,19060921,1906,9,21,13,8.9,16.5
280,19060922,1906,9,22,13.6,10.7,15.9
280,19060923,1906,9,23,13.4,9.1,16.6
280,19060924,1906,9,24,9.3,5.8,12.9
280,19060925,1906,9,25,8.6,4.5,14.5
280,19060926,1906,9,26,9.6,3.6,15.4
280,19060927,1906,9,27,11,6.5,16
280,19060928,1906,9,28,11.4,6.8,17.5
280,19060929,1906,9,29,11,5.1,16.7
280,19060930,1906,9,30,12.5,8.8,15.1
280,19061001,1906,10,1,11.3,9.5,13.8
280,19061002,1906,10,2,12.7,8.7,15.6
280,19061003,1906,10,3,13,9.5,15.6
280,19061004,1906,10,4,10.9,8,14.8
280,19061005,1906,10,5,14,8,19.9
280,19061006,1906,10,6,13.9,10.9,16.5
280,19061007,1906,10,7,14.7,10.6,19.9
280,19061008,1906,10,8,13.8,9.4,18.8
280,19061009,1906,10,9,13.6,10.2,18.3
280,19061010,1906,10,10,11.1,7.4,17.6
280,19061011,1906,10,11,10.2,4.5,16.7
280,19061012,1906,10,12,11,4.5,16.7
280,19061013,1906,10,13,10.6,8.7,13.1
280,19061014,1906,10,14,8.8,3.9,12.8
280,19061015,1906,10,15,7.9,2.4,13.2
280,19061016,1906,10,16,10.7,7.8,13.6
280,19061017,1906,10,17,12.5,10,15.8
280,19061018,1906,10,18,11.3,7.9,15.5
280,19061019,1906,10,19,10.2,5,14.6
280,19061020,1906,10,20,8.2,4,13.9
280,19061021,1906,10,21,12.4,6.9,18
280,19061022,1906,10,22,13.2,9.1,18.3
280,19061023,1906,10,23,12.6,10.5,16.2
280,19061024,1906,10,24,11.1,8,14.8
280,19061025,1906,10,25,10,8.4,11
280,19061026,1906,10,26,6.3,3.4,9.4
280,19061027,1906,10,27,6.1,2.9,9.1
280,19061028,1906,10,28,8.1,5.9,11.2
280,19061029,1906,10,29,7.3,5.3,10.8
280,19061030,1906,10,30,8.3,4.9,13.5
280,19061031,1906,10,31,6.4,2.8,10
280,19061101,1906,11,1,9.4,7.3,12.7
280,19061102,1906,11,2,7.7,6.8,8.8
280,19061103,1906,11,3,7.8,6.4,10.6
280,19061104,1906,11,4,6.9,4.8,9
280,19061105,1906,11,5,9.1,7.6,11.5
280,19061106,1906,11,6,7.3,4.2,9.8
280,19061107,1906,11,7,8.9,7,11.8
280,19061108,1906,11,8,8.6,7.2,10.2
280,19061109,1906,11,9,8.3,6.2,10.1
280,19061110,1906,11,10,6,2.1,8.3
280,19061111,1906,11,11,5.1,0.9,9
280,19061112,1906,11,12,7,5.3,10.4
280,19061113,1906,11,13,7.3,5.3,9.7
280,19061114,1906,11,14,6.8,5.6,9.5
280,19061115,1906,11,15,5.4,3,7.7
280,19061116,1906,11,16,6.6,3,9.5
280,19061117,1906,11,17,8.4,4.5,10.4
280,19061118,1906,11,18,6.5,4.9,8
280,19061119,1906,11,19,4.7,2.2,6.8
280,19061120,1906,11,20,5.2,2.6,7.5
280,19061121,1906,11,21,5.6,2.9,9.5
280,19061122,1906,11,22,11.1,9.5,13.3
280,19061123,1906,11,23,8.9,6.5,10.6
280,19061124,1906,11,24,6.4,4.9,8.1
280,19061125,1906,11,25,8.3,5.9,9.2
280,19061126,1906,11,26,9.4,8.2,11
280,19061127,1906,11,27,8.9,7.2,9.8
280,19061128,1906,11,28,8.6,6.8,9.8
280,19061129,1906,11,29,10.8,9.7,12
280,19061130,1906,11,30,8.9,4.1,12
280,19061201,1906,12,1,4,1.6,8.4
280,19061202,1906,12,2,5.9,1.7,10
280,19061203,1906,12,3,9.2,7.9,10.3
280,19061204,1906,12,4,5.8,1,8.9
280,19061205,1906,12,5,5.3,2.4,9.1
280,19061206,1906,12,6,3.1,0.7,5.6
280,19061207,1906,12,7,-0.8,-3.5,2.8
280,19061208,1906,12,8,0.1,-3.9,3.5
280,19061209,1906,12,9,2.5,0.6,4.7
280,19061210,1906,12,10,2.4,1.1,5.3
280,19061211,1906,12,11,2,-0.2,4.2
280,19061212,1906,12,12,2.9,-0.2,6.2
280,19061213,1906,12,13,3,0.2,6
280,19061214,1906,12,14,0.6,-0.4,1.6
280,19061215,1906,12,15,0.4,-1.3,2.8
280,19061216,1906,12,16,-0.5,-3.8,2.5
280,19061217,1906,12,17,-2.5,-5.6,-0.8
280,19061218,1906,12,18,-0.9,-3,0.9
280,19061219,1906,12,19,-0.9,-4.1,0.8
280,19061220,1906,12,20,-0.1,-3.5,0.9
280,19061221,1906,12,21,-4,-4.9,-3.1
280,19061222,1906,12,22,-6.6,-8.1,-4.9
280,19061223,1906,12,23,-7.7,-9.4,-4
280,19061224,1906,12,24,-1.2,-4,1
280,19061225,1906,12,25,-0.5,-3.4,2.1
280,19061226,1906,12,26,-4.8,-6.4,-2
280,19061227,1906,12,27,-5,-8.1,-3.2
280,19061228,1906,12,28,-4.8,-8.1,-2
280,19061229,1906,12,29,-9,-13.5,-5.4
280,19061230,1906,12,30,-7.9,-13.3,-3.3
280,19061231,1906,12,31,-3.3,-6.6,0.4
280,19070101,1907,1,1,1.7,0.2,3.1
280,19070102,1907,1,2,4.1,1.1,7.9
280,19070103,1907,1,3,2.8,1.4,4.3
280,19070104,1907,1,4,1.9,0.7,3.3
280,19070105,1907,1,5,1.8,0.3,2.7
280,19070106,1907,1,6,3.9,1.9,6
280,19070107,1907,1,7,4.3,2.8,5.8
280,19070108,1907,1,8,5.6,4,7.2
280,19070109,1907,1,9,3.7,3,4.6
280,19070110,1907,1,10,4.3,3.4,5.5
280,19070111,1907,1,11,4.8,2.6,6.7
280,19070112,1907,1,12,4.9,2.6,7.5
280,19070113,1907,1,13,5.1,2.9,7.5
280,19070114,1907,1,14,5.5,2.3,7.3
280,19070115,1907,1,15,5.9,4.7,7.1
280,19070116,1907,1,16,5.9,5,7
280,19070117,1907,1,17,5.1,1.2,8.3
280,19070118,1907,1,18,2.6,-0.3,7
280,19070119,1907,1,19,3.1,-1,6.7
280,19070120,1907,1,20,1.7,-0.7,3.3
280,19070121,1907,1,21,0.6,-6.6,3.7
280,19070122,1907,1,22,-9.9,-12.2,-6.6
280,19070123,1907,1,23,-11.3,-13.2,-8.7
280,19070124,1907,1,24,-9.1,-13.4,-5.2
280,19070125,1907,1,25,-3.4,-9.4,0.6
280,19070126,1907,1,26,-1.5,-4.4,1.2
280,19070127,1907,1,27,-2.4,-8.6,1
280,19070128,1907,1,28,3.2,0.1,5.3
280,19070129,1907,1,29,1.5,-1.4,4.1
280,19070130,1907,1,30,0.4,-1.4,3.3
280,19070131,1907,1,31,-2.3,-4.9,0.9
280,19070201,1907,2,1,-3.4,-4.8,-2.1
280,19070202,1907,2,2,-3.5,-6.5,-1.4
280,19070203,1907,2,3,-2,-8.3,-0.1
280,19070204,1907,2,4,-1.9,-3.3,-0.4
280,19070205,1907,2,5,-2.8,-6.7,0.3
280,19070206,1907,2,6,-3.8,-8.4,-0.1
280,19070207,1907,2,7,-6.6,-10.4,-1.5
280,19070208,1907,2,8,-6.2,-10.1,-3.2
280,19070209,1907,2,9,-2.9,-4.7,0.5
280,19070210,1907,2,10,-1.3,-4,0.7
280,19070211,1907,2,11,1.4,-0.3,5.4
280,19070212,1907,2,12,0,-3.1,2.6
280,19070213,1907,2,13,1.8,0.2,2.9
280,19070214,1907,2,14,-0.2,-2.5,1.9
280,19070215,1907,2,15,0.4,-3.4,3.2
280,19070216,1907,2,16,3.1,0.2,7.8
280,19070217,1907,2,17,4.3,0.7,8
280,19070218,1907,2,18,2.6,-1.2,5.4
280,19070219,1907,2,19,4.4,1.7,6.8
280,19070220,1907,2,20,3.1,1.1,7.9
280,19070221,1907,2,21,2.9,1.4,5.1
280,19070222,1907,2,22,0.2,-1.5,2.8
280,19070223,1907,2,23,1.1,-1.5,4.7
280,19070224,1907,2,24,1.5,-1.2,4.1
280,19070225,1907,2,25,3.8,2.2,5
280,19070226,1907,2,26,4.8,2.6,7.1
280,19070227,1907,2,27,5.6,2.6,10.3
280,19070228,1907,2,28,4.5,2,7.7
280,19070301,1907,3,1,3.2,2.1,4.4
280,19070302,1907,3,2,2.7,-0.5,6.7
280,19070303,1907,3,3,1.5,0.6,4
280,19070304,1907,3,4,2.7,-1.2,8.7
280,19070305,1907,3,5,3.1,-1.2,8.8
280,19070306,1907,3,6,2.2,-1.1,6.7
280,19070307,1907,3,7,0.6,-3.8,5.2
280,19070308,1907,3,8,4.4,0.4,7.4
280,19070309,1907,3,9,1.6,-0.6,5.5
280,19070310,1907,3,10,-0.4,-1.7,0.6
280,19070311,1907,3,11,-0.3,-5.1,3.3
280,19070312,1907,3,12,1,-2.2,5.1
280,19070313,1907,3,13,2.2,-1.3,6.8
280,19070314,1907,3,14,2.1,0.1,4.4
280,19070315,1907,3,15,2.7,-1.4,6
280,19070316,1907,3,16,6.8,5.6,8
280,19070317,1907,3,17,6.3,3.4,9.9
280,19070318,1907,3,18,6.6,2.6,11.1
280,19070319,1907,3,19,4.7,1.8,6.9
280,19070320,1907,3,20,5.2,1.8,8.1
280,19070321,1907,3,21,4.9,2,9.6
280,19070322,1907,3,22,5.9,3.3,9.2
280,19070323,1907,3,23,4,1,6.7
280,19070324,1907,3,24,3.1,-1.9,9.5
280,19070325,1907,3,25,5,-1.3,11.7
280,19070326,1907,3,26,4.7,-0.9,11
280,19070327,1907,3,27,5.7,-1.4,14.4
280,19070328,1907,3,28,7.3,-0.4,14.9
280,19070329,1907,3,29,8.3,1.2,15.8
280,19070330,1907,3,30,8.5,3,16.7
280,19070331,1907,3,31,8.1,1.2,15.8
280,19070401,1907,4,1,8.1,2.4,15.3
280,19070402,1907,4,2,9.9,2.4,18.5
280,19070403,1907,4,3,10.4,3.7,17.7
280,19070404,1907,4,4,9.2,3,15.9
280,19070405,1907,4,5,8.8,3.5,15.7
280,19070406,1907,4,6,7.4,1,13.7
280,19070407,1907,4,7,6.9,3.4,11.7
280,19070408,1907,4,8,6.9,2,11.9
280,19070409,1907,4,9,7.7,5,12.5
280,19070410,1907,4,10,7.2,2.7,11.2
280,19070411,1907,4,11,5.9,2.5,8.9
280,19070412,1907,4,12,6.5,1,12.2
280,19070413,1907,4,13,6.5,0.5,14.1
280,19070414,1907,4,14,5.5,0.8,10.9
280,19070415,1907,4,15,8.6,2.2,14.9
280,19070416,1907,4,16,7.7,4.5,13.2
280,19070417,1907,4,17,6.5,4.5,9.9
280,19070418,1907,4,18,4.4,1.2,8
280,19070419,1907,4,19,4.1,1.9,8
280,19070420,1907,4,20,5.3,-1.5,11.7
280,19070421,1907,4,21,8.4,2.7,13
280,19070422,1907,4,22,8.4,3.2,12.5
280,19070423,1907,4,23,8.6,4.6,10.5
280,19070424,1907,4,24,9.3,6.3,13.2
280,19070425,1907,4,25,7,3.3,10.8
280,19070426,1907,4,26,4.9,1.1,8.6
280,19070427,1907,4,27,4.3,-0.1,8.7
280,19070428,1907,4,28,4.6,0.1,9.5
280,19070429,1907,4,29,5.1,-1.2,9.3
280,19070430,1907,4,30,6,1.6,9.6
280,19070501,1907,5,1,5,-0.1,7.3
280,19070502,1907,5,2,4.6,-0.1,8.6
280,19070503,1907,5,3,7.7,4.3,11.2
280,19070504,1907,5,4,9,6,11.6
280,19070505,1907,5,5,11.1,2.9,18.2
280,19070506,1907,5,6,16.8,10.1,24.6
280,19070507,1907,5,7,14.5,7.8,19.1
280,19070508,1907,5,8,15.3,6.6,23
280,19070509,1907,5,9,14.9,8.7,19.5
280,19070510,1907,5,10,18.9,11.2,26.1
280,19070511,1907,5,11,21.1,11.7,29.2
280,19070512,1907,5,12,22.5,13,31.4
280,19070513,1907,5,13,21.8,15.5,32.1
280,19070514,1907,5,14,14.5,10.2,16.9
280,19070515,1907,5,15,10.9,9,13.9
280,19070516,1907,5,16,9.7,6.7,13.9
280,19070517,1907,5,17,7,4,10.7
280,19070518,1907,5,18,6.2,1.4,10.5
280,19070519,1907,5,19,6.2,1.4,10.7
280,19070520,1907,5,20,7.1,1.8,11.3
280,19070521,1907,5,21,8.2,4.9,12.7
280,19070522,1907,5,22,11.4,4.8,18.9
280,19070523,1907,5,23,16.1,8.6,23.6
280,19070524,1907,5,24,16.4,12.7,25.1
280,19070525,1907,5,25,16.6,10.4,23
280,19070526,1907,5,26,14.7,10.4,19.6
280,19070527,1907,5,27,9.8,5.9,13.5
280,19070528,1907,5,28,8.9,6.2,12.7
280,19070529,1907,5,29,7.8,3.8,11.9
280,19070530,1907,5,30,8.5,2.4,13.9
280,19070531,1907,5,31,12.5,7.1,18.2
280,19070601,1907,6,1,12.2,8.9,15.7
280,19070602,1907,6,2,12.6,10.1,16.8
280,19070603,1907,6,3,9.9,7.1,13.8
280,19070604,1907,6,4,8.7,5.4,11.2
280,19070605,1907,6,5,13.3,5.4,19.2
280,19070606,1907,6,6,12.7,9.1,15.7
280,19070607,1907,6,7,11.4,7.3,15.7
280,19070608,1907,6,8,13.2,6.8,18.1
280,19070609,1907,6,9,17.9,10.2,24.1
280,19070610,1907,6,10,17.1,14.3,21.7
280,19070611,1907,6,11,15.9,12.2,21.1
280,19070612,1907,6,12,15.9,10.9,23.1
280,19070613,1907,6,13,15,11.2,19.4
280,19070614,1907,6,14,14.4,8.2,18.3
280,19070615,1907,6,15,15,11.7,17.7
280,19070616,1907,6,16,12.3,10.8,14.1
280,19070617,1907,6,17,10.8,7.8,12.2
280,19070618,1907,6,18,13.5,6.9,17.8
280,19070619,1907,6,19,13.5,10.8,16.7
280,19070620,1907,6,20,15.4,11.4,19.1
280,19070621,1907,6,21,12.7,10.8,14.7
280,19070622,1907,6,22,13.7,10,17.9
280,19070623,1907,6,23,12.1,8.6,15.8
280,19070624,1907,6,24,12.7,8,17.1
280,19070625,1907,6,25,11,8.4,13.1
280,19070626,1907,6,26,13.5,9.4,18.4
280,19070627,1907,6,27,15.2,13,18.4
280,19070628,1907,6,28,15.7,10.7,20.9
280,19070629,1907,6,29,11.6,9.3,13.8
280,19070630,1907,6,30,11.6,8,14.4
280,19070701,1907,7,1,11,7,15.4
280,19070702,1907,7,2,10.9,7.1,14.1
280,19070703,1907,7,3,12.2,6.5,17.6
280,19070704,1907,7,4,13.9,9.8,16.9
280,19070705,1907,7,5,15.1,11,19.6
280,19070706,1907,7,6,13.6,8.8,17.9
280,19070707,1907,7,7,12.4,8.5,16.4
280,19070708,1907,7,8,13.6,9.1,19
280,19070709,1907,7,9,14,11,17.8
280,19070710,1907,7,10,12.8,10.4,15.5
280,19070711,1907,7,11,11.7,7,15.8
280,19070712,1907,7,12,12.3,9.3,17.5
280,19070713,1907,7,13,13.1,6.9,17.4
280,19070714,1907,7,14,15.2,12.7,19.4
280,19070715,1907,7,15,16.5,12.4,21.1
280,19070716,1907,7,16,15.4,12.1,21
280,19070717,1907,7,17,14.2,12.7,16.8
280,19070718,1907,7,18,13.2,11.8,16.4
280,19070719,1907,7,19,12.8,11,15.8
280,19070720,1907,7,20,12.6,10.8,16.3
280,19070721,1907,7,21,12.3,10.6,15.8
280,19070722,1907,7,22,12.1,9.5,15.4
280,19070723,1907,7,23,12.2,7.2,16.8
280,19070724,1907,7,24,13.5,8,19.4
280,19070725,1907,7,25,13.9,7,19.6
280,19070726,1907,7,26,14.5,10.5,18.6
280,19070727,1907,7,27,15,9.1,19.7
280,19070728,1907,7,28,17.6,12.9,22.9
280,19070729,1907,7,29,16.9,13.2,20.2
280,19070730,1907,7,30,14.3,11.4,18.5
280,19070731,1907,7,31,11.8,8.3,16.1
280,19070801,1907,8,1,11.7,9.7,13.8
280,19070802,1907,8,2,12.7,8.3,17.3
280,19070803,1907,8,3,13.8,8.3,17.2
280,19070804,1907,8,4,18.2,14.8,22.9
280,19070805,1907,8,5,18.5,14.1,24.5
280,19070806,1907,8,6,15.9,13.2,18.9
280,19070807,1907,8,7,14.1,12,17.4
280,19070808,1907,8,8,14.8,12.1,16.8
280,19070809,1907,8,9,16.6,15.2,18
280,19070810,1907,8,10,15.7,13.4,17.8
280,19070811,1907,8,11,15.8,11.5,20.9
280,19070812,1907,8,12,16,10.3,20.8
280,19070813,1907,8,13,17.1,14.8,20.9
280,19070814,1907,8,14,18.4,17.1,20.8
280,19070815,1907,8,15,17.2,11.8,20.8
280,19070816,1907,8,16,13.7,9.6,18.6
280,19070817,1907,8,17,13.4,10.2,16.9
280,19070818,1907,8,18,14.8,11.3,16.8
280,19070819,1907,8,19,14.8,11.1,19
280,19070820,1907,8,20,12,7.9,15.7
280,19070821,1907,8,21,12.2,9.3,15.3
280,19070822,1907,8,22,14.2,9.9,19.4
280,19070823,1907,8,23,13.4,9.9,17.2
280,19070824,1907,8,24,11.5,7.7,14.8
280,19070825,1907,8,25,13.7,6.8,17.8
280,19070826,1907,8,26,14,9.8,17.2
280,19070827,1907,8,27,12.3,8.2,19.9
280,19070828,1907,8,28,14.2,6.8,20.9
280,19070829,1907,8,29,16.4,9,25.4
280,19070830,1907,8,30,13.7,10.8,17.1
280,19070831,1907,8,31,16.3,9.7,23.1
280,19070901,1907,9,1,12.8,7.8,16.9
280,19070902,1907,9,2,13.3,7.8,17.5
280,19070903,1907,9,3,12.4,8.4,15.6
280,19070904,1907,9,4,9.2,6.5,13.7
280,19070905,1907,9,5,10.5,5,14.4
280,19070906,1907,9,6,16.3,12.5,20
280,19070907,1907,9,7,17.7,14.8,22.2
280,19070908,1907,9,8,15.1,9.9,19.2
280,19070909,1907,9,9,12.5,8.5,19.3
280,19070910,1907,9,10,12,9.4,16
280,19070911,1907,9,11,14.4,8,21.6
280,19070912,1907,9,12,16.8,9,25.8
280,19070913,1907,9,13,18.4,11.6,27.5
280,19070914,1907,9,14,13.6,8.9,16.6
280,19070915,1907,9,15,11.8,7.5,17.8
280,19070916,1907,9,16,12.5,6.9,16.7
280,19070917,1907,9,17,13.1,10.1,16.9
280,19070918,1907,9,18,12.5,9.9,16.8
